contract_version,lesson_id,image_id,source_ref,resolved_path,resolution_status,referenced_from_section_ids,visual_type,contains_numbers,contains_code,contains_chart,contains_platform_config,extracted_values_ref,technical_reading_ref,doctrine_relevance,requires_human_review,notes
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0001,../02_workshops/14-practice-04/img/190.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/190.png,resolved_direct,sersan_practice_04_donchain_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0001.md,image_evidence_notes/sersan_practice_04_donchain_img_0001.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0012,../img/007.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/007.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0012.md,image_evidence_notes/sersan_practice_04_donchain_img_0012.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0013,../img/004.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/004.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0013.md,image_evidence_notes/sersan_practice_04_donchain_img_0013.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0014,../img/006.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/006.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0014.md,image_evidence_notes/sersan_practice_04_donchain_img_0014.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0015,../img/010.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/010.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0015.md,image_evidence_notes/sersan_practice_04_donchain_img_0015.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0016,../img/012.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/012.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0016.md,image_evidence_notes/sersan_practice_04_donchain_img_0016.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0017,../img/197.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/197.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0017.md,image_evidence_notes/sersan_practice_04_donchain_img_0017.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0018,../img/198.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/198.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0018.md,image_evidence_notes/sersan_practice_04_donchain_img_0018.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0019,../img/016.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/016.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0019.md,image_evidence_notes/sersan_practice_04_donchain_img_0019.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0020,../img/017.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/017.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0020.md,image_evidence_notes/sersan_practice_04_donchain_img_0020.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0021,../img/018.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/018.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0021.md,image_evidence_notes/sersan_practice_04_donchain_img_0021.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0022,../02_workshops/14-practice-04/img/199.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/199.png,resolved_direct,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0022.md,image_evidence_notes/sersan_practice_04_donchain_img_0022.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0023,../img/020.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/020.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0023.md,image_evidence_notes/sersan_practice_04_donchain_img_0023.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0024,../img/021.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/021.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0024.md,image_evidence_notes/sersan_practice_04_donchain_img_0024.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0025,../img/023.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/023.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0025.md,image_evidence_notes/sersan_practice_04_donchain_img_0025.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0026,../img/200.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/200.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0026.md,image_evidence_notes/sersan_practice_04_donchain_img_0026.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0027,../img/201.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/201.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0027.md,image_evidence_notes/sersan_practice_04_donchain_img_0027.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0028,../img/203.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/203.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0028.md,image_evidence_notes/sersan_practice_04_donchain_img_0028.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0029,../img/204.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/204.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0029.md,image_evidence_notes/sersan_practice_04_donchain_img_0029.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0030,../img/2004.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/2004.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0030.md,image_evidence_notes/sersan_practice_04_donchain_img_0030.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0031,../img/2005.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/2005.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0031.md,image_evidence_notes/sersan_practice_04_donchain_img_0031.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0032,../img/030.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/030.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0032.md,image_evidence_notes/sersan_practice_04_donchain_img_0032.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0033,../img/205.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/205.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0033.md,image_evidence_notes/sersan_practice_04_donchain_img_0033.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0034,../img/033.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/033.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0034.md,image_evidence_notes/sersan_practice_04_donchain_img_0034.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0035,../img/036.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/036.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0035.md,image_evidence_notes/sersan_practice_04_donchain_img_0035.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0036,../img/034.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/034.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0036.md,image_evidence_notes/sersan_practice_04_donchain_img_0036.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0037,../02_workshops/14-practice-04/img/037.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/037.png,resolved_direct,sersan_practice_04_donchain_sec_0008,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0037.md,image_evidence_notes/sersan_practice_04_donchain_img_0037.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0038,../img/207.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/207.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0008,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0038.md,image_evidence_notes/sersan_practice_04_donchain_img_0038.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0039,../img/208.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/208.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0008,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0039.md,image_evidence_notes/sersan_practice_04_donchain_img_0039.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0040,../img/209.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/209.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0008,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0040.md,image_evidence_notes/sersan_practice_04_donchain_img_0040.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0041,../02_workshops/14-practice-04/img/037.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/037.png,resolved_direct,sersan_practice_04_donchain_sec_0008,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0041.md,image_evidence_notes/sersan_practice_04_donchain_img_0041.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0042,../img/040.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/040.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0008,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0042.md,image_evidence_notes/sersan_practice_04_donchain_img_0042.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0043,../img/041.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/041.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0008,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0043.md,image_evidence_notes/sersan_practice_04_donchain_img_0043.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0044,../img/042.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/042.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0008,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0044.md,image_evidence_notes/sersan_practice_04_donchain_img_0044.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0045,../img/043.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/043.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0008,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0045.md,image_evidence_notes/sersan_practice_04_donchain_img_0045.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0046,../img/211.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/211.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0008,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0046.md,image_evidence_notes/sersan_practice_04_donchain_img_0046.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0047,../img/212.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/212.png,resolved_lesson_fallback,sersan_practice_04_donchain_sec_0008,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0047.md,image_evidence_notes/sersan_practice_04_donchain_img_0047.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0048,../02_workshops/14-practice-04/img/213.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/213.png,resolved_direct,sersan_practice_04_donchain_sec_0009,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0048.md,image_evidence_notes/sersan_practice_04_donchain_img_0048.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0049,../02_workshops/14-practice-04/img/049.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/049.png,resolved_direct,sersan_practice_04_donchain_sec_0010,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0049.md,image_evidence_notes/sersan_practice_04_donchain_img_0049.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0050,../02_workshops/14-practice-04/img/050.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/050.png,resolved_direct,sersan_practice_04_donchain_sec_0010,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0050.md,image_evidence_notes/sersan_practice_04_donchain_img_0050.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0051,../02_workshops/14-practice-04/img/214.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/214.png,resolved_direct,sersan_practice_04_donchain_sec_0010,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0051.md,image_evidence_notes/sersan_practice_04_donchain_img_0051.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0052,../02_workshops/14-practice-04/img/215.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/215.png,resolved_direct,sersan_practice_04_donchain_sec_0010,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0052.md,image_evidence_notes/sersan_practice_04_donchain_img_0052.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0053,../02_workshops/14-practice-04/img/052.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/052.png,resolved_direct,sersan_practice_04_donchain_sec_0010,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0053.md,image_evidence_notes/sersan_practice_04_donchain_img_0053.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0054,../02_workshops/14-practice-04/img/053.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/053.png,resolved_direct,sersan_practice_04_donchain_sec_0010,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0054.md,image_evidence_notes/sersan_practice_04_donchain_img_0054.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0055,../02_workshops/14-practice-04/img/054.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/054.png,resolved_direct,sersan_practice_04_donchain_sec_0010,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0055.md,image_evidence_notes/sersan_practice_04_donchain_img_0055.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0056,../02_workshops/14-practice-04/img/055.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/055.png,resolved_direct,sersan_practice_04_donchain_sec_0010,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0056.md,image_evidence_notes/sersan_practice_04_donchain_img_0056.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_img_0057,../02_workshops/14-practice-04/img/056.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/14-practice-04/img/056.png,resolved_direct,sersan_practice_04_donchain_sec_0010,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_04_donchain_img_0057.md,image_evidence_notes/sersan_practice_04_donchain_img_0057.md,critical,true,automated contextual image reading; numeric OCR not performed
