contract_version,lesson_id,translation_id,rule_id,target,tsis_artifact_candidate,action_type,priority,blocking_power,consumer_scope,implementation_hint,requires_human_review,source_anchor_refs,notes
sersan_tsis_translation_map_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_tr_0011,sersan_practice_04_donchain_rule_0011,strategy_evaluator,TSIS_STRATEGY_ROBUSTNESS_EVALUATOR_CANDIDATE,require,high,hard_gate,backtest|AlphaEvolve,"Record IS/OOS or comparable validation evidence, local stability and selection rationale before the candidate can feed TSIS evaluators or AlphaEvolve.",true,sersan_practice_04_donchain_rule_0011,Candidate translation; requires doctrine review before canonical promotion.
sersan_tsis_translation_map_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_tr_0012,sersan_practice_04_donchain_rule_0012,strategy_evaluator,TSIS_STRATEGY_ROBUSTNESS_EVALUATOR_CANDIDATE,require,critical,hard_gate,backtest|AlphaEvolve,"Record IS/OOS or comparable validation evidence, local stability and selection rationale before the candidate can feed TSIS evaluators or AlphaEvolve.",true,sersan_practice_04_donchain_rule_0012,Candidate translation; requires doctrine review before canonical promotion.
sersan_tsis_translation_map_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_tr_0013,sersan_practice_04_donchain_rule_0013,strategy_evaluator,TSIS_STRATEGY_ROBUSTNESS_EVALUATOR_CANDIDATE,require,high,hard_gate,backtest|AlphaEvolve,"Record IS/OOS or comparable validation evidence, local stability and selection rationale before the candidate can feed TSIS evaluators or AlphaEvolve.",true,sersan_practice_04_donchain_rule_0013,Candidate translation; requires doctrine review before canonical promotion.
sersan_tsis_translation_map_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_tr_0014,sersan_practice_04_donchain_rule_0014,data_quality_gate,TSIS_DATA_SEMANTICS_AND_PRICE_VIEW_GATE_CANDIDATE,require,high,hard_gate,backtest|ML|AlphaEvolve,"Version the exit policy and compare variants under the same data, cost and validation assumptions.",true,sersan_practice_04_donchain_rule_0014,Candidate translation; requires doctrine review before canonical promotion.
sersan_tsis_translation_map_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_tr_0015,sersan_practice_04_donchain_rule_0015,strategy_evaluator,TSIS_STRATEGY_ROBUSTNESS_EVALUATOR_CANDIDATE,require,high,hard_gate,backtest|AlphaEvolve,"Record IS/OOS or comparable validation evidence, local stability and selection rationale before the candidate can feed TSIS evaluators or AlphaEvolve.",true,sersan_practice_04_donchain_rule_0015,Candidate translation; requires doctrine review before canonical promotion.
sersan_tsis_translation_map_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_tr_0016,sersan_practice_04_donchain_rule_0016,portfolio_evaluator,TSIS_PORTFOLIO_EVALUATOR_CANDIDATE,score,high,soft_gate,backtest|AlphaEvolve|portfolio,"Record IS/OOS or comparable validation evidence, local stability and selection rationale before the candidate can feed TSIS evaluators or AlphaEvolve.",true,sersan_practice_04_donchain_rule_0016,Candidate translation; requires doctrine review before canonical promotion.
sersan_tsis_translation_map_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_tr_0017,sersan_practice_04_donchain_rule_0017,portfolio_evaluator,TSIS_PORTFOLIO_EVALUATOR_CANDIDATE,score,high,soft_gate,backtest|AlphaEvolve|portfolio,"Record IS/OOS or comparable validation evidence, local stability and selection rationale before the candidate can feed TSIS evaluators or AlphaEvolve.",true,sersan_practice_04_donchain_rule_0017,Candidate translation; requires doctrine review before canonical promotion.
sersan_tsis_translation_map_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_tr_0018,sersan_practice_04_donchain_rule_0018,data_quality_gate,TSIS_DATA_SEMANTICS_AND_PRICE_VIEW_GATE_CANDIDATE,require,high,hard_gate,backtest|ML|AlphaEvolve,"Version the exit policy and compare variants under the same data, cost and validation assumptions.",true,sersan_practice_04_donchain_rule_0018,Candidate translation; requires doctrine review before canonical promotion.
sersan_tsis_translation_map_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_tr_0019,sersan_practice_04_donchain_rule_0019,strategy_evaluator,TSIS_STRATEGY_ROBUSTNESS_EVALUATOR_CANDIDATE,require,high,hard_gate,backtest|AlphaEvolve,"Record IS/OOS or comparable validation evidence, local stability and selection rationale before the candidate can feed TSIS evaluators or AlphaEvolve.",true,sersan_practice_04_donchain_rule_0019,Candidate translation; requires doctrine review before canonical promotion.
sersan_tsis_translation_map_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_tr_0020,sersan_practice_04_donchain_rule_0020,data_quality_gate,TSIS_DATA_SEMANTICS_AND_PRICE_VIEW_GATE_CANDIDATE,require,high,hard_gate,backtest|ML|AlphaEvolve,"Version the exit policy and compare variants under the same data, cost and validation assumptions.",true,sersan_practice_04_donchain_rule_0020,Candidate translation; requires doctrine review before canonical promotion.
sersan_tsis_translation_map_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_tr_0021,sersan_practice_04_donchain_rule_0021,data_quality_gate,TSIS_DATA_SEMANTICS_AND_PRICE_VIEW_GATE_CANDIDATE,require,high,hard_gate,backtest|ML|AlphaEvolve,"Record IS/OOS or comparable validation evidence, local stability and selection rationale before the candidate can feed TSIS evaluators or AlphaEvolve.",true,sersan_practice_04_donchain_rule_0021,Candidate translation; requires doctrine review before canonical promotion.
sersan_tsis_translation_map_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_tr_0022,sersan_practice_04_donchain_rule_0022,data_quality_gate,TSIS_DATA_SEMANTICS_AND_PRICE_VIEW_GATE_CANDIDATE,require,high,hard_gate,backtest|ML|AlphaEvolve,"Record IS/OOS or comparable validation evidence, local stability and selection rationale before the candidate can feed TSIS evaluators or AlphaEvolve.",true,sersan_practice_04_donchain_rule_0022,Candidate translation; requires doctrine review before canonical promotion.
sersan_tsis_translation_map_v0_1,sersan_practice_04_donchain,sersan_practice_04_donchain_tr_0023,sersan_practice_04_donchain_rule_0023,data_quality_gate,TSIS_DATA_SEMANTICS_AND_PRICE_VIEW_GATE_CANDIDATE,require,high,hard_gate,backtest|ML|AlphaEvolve,"Version the exit policy and compare variants under the same data, cost and validation assumptions.",true,sersan_practice_04_donchain_rule_0023,Candidate translation; requires doctrine review before canonical promotion.
