contract_version,lesson_id,image_id,source_ref,resolved_path,resolution_status,referenced_from_section_ids,visual_type,contains_numbers,contains_code,contains_chart,contains_platform_config,extracted_values_ref,technical_reading_ref,doctrine_relevance,requires_human_review,notes
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0001,../02_workshops/15-practice-05/img/000.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/000.png,resolved_direct,sersan_practice_05_donchain_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0001.md,image_evidence_notes/sersan_practice_05_donchain_img_0001.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0012,../02_workshops/15-practice-05/img/011.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/011.png,resolved_direct,sersan_practice_05_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0012.md,image_evidence_notes/sersan_practice_05_donchain_img_0012.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0013,../02_workshops/15-practice-05/img/014.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/014.png,resolved_direct,sersan_practice_05_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0013.md,image_evidence_notes/sersan_practice_05_donchain_img_0013.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0014,../02_workshops/15-practice-05/img/127.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/127.png,resolved_direct,sersan_practice_05_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0014.md,image_evidence_notes/sersan_practice_05_donchain_img_0014.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0015,../02_workshops/15-practice-05/img/128.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/128.png,resolved_direct,sersan_practice_05_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0015.md,image_evidence_notes/sersan_practice_05_donchain_img_0015.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0016,../02_workshops/15-practice-05/img/016.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/016.png,resolved_direct,sersan_practice_05_donchain_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0016.md,image_evidence_notes/sersan_practice_05_donchain_img_0016.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0017,../02_workshops/15-practice-05/img/129.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/129.png,resolved_direct,sersan_practice_05_donchain_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0017.md,image_evidence_notes/sersan_practice_05_donchain_img_0017.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0018,../02_workshops/15-practice-05/img/130.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/130.png,resolved_direct,sersan_practice_05_donchain_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0018.md,image_evidence_notes/sersan_practice_05_donchain_img_0018.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0019,../02_workshops/15-practice-05/img/017.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/017.png,resolved_direct,sersan_practice_05_donchain_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0019.md,image_evidence_notes/sersan_practice_05_donchain_img_0019.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0020,../02_workshops/15-practice-05/img/018.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/018.png,resolved_direct,sersan_practice_05_donchain_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0020.md,image_evidence_notes/sersan_practice_05_donchain_img_0020.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0021,../02_workshops/15-practice-05/img/131.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/131.png,resolved_direct,sersan_practice_05_donchain_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0021.md,image_evidence_notes/sersan_practice_05_donchain_img_0021.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0022,../02_workshops/15-practice-05/img/132.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/132.png,resolved_direct,sersan_practice_05_donchain_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0022.md,image_evidence_notes/sersan_practice_05_donchain_img_0022.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0023,../02_workshops/15-practice-05/img/020.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/020.png,resolved_direct,sersan_practice_05_donchain_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0023.md,image_evidence_notes/sersan_practice_05_donchain_img_0023.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0024,../02_workshops/15-practice-05/img/133.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/133.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0024.md,image_evidence_notes/sersan_practice_05_donchain_img_0024.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0025,../02_workshops/15-practice-05/img/134.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/134.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0025.md,image_evidence_notes/sersan_practice_05_donchain_img_0025.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0026,../02_workshops/15-practice-05/img/021.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/021.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0026.md,image_evidence_notes/sersan_practice_05_donchain_img_0026.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0027,../02_workshops/15-practice-05/img/023.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/023.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0027.md,image_evidence_notes/sersan_practice_05_donchain_img_0027.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0028,../02_workshops/15-practice-05/img/135.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/135.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0028.md,image_evidence_notes/sersan_practice_05_donchain_img_0028.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0029,../02_workshops/15-practice-05/img/024.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/024.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0029.md,image_evidence_notes/sersan_practice_05_donchain_img_0029.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0030,../02_workshops/15-practice-05/img/027.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/027.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0030.md,image_evidence_notes/sersan_practice_05_donchain_img_0030.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0031,../02_workshops/15-practice-05/img/026.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/026.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0031.md,image_evidence_notes/sersan_practice_05_donchain_img_0031.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0032,../02_workshops/15-practice-05/img/028.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/028.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0032.md,image_evidence_notes/sersan_practice_05_donchain_img_0032.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0033,../02_workshops/15-practice-05/img/136.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/136.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0033.md,image_evidence_notes/sersan_practice_05_donchain_img_0033.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0034,../02_workshops/15-practice-05/img/030.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/030.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0034.md,image_evidence_notes/sersan_practice_05_donchain_img_0034.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0035,../02_workshops/15-practice-05/img/137.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/137.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0035.md,image_evidence_notes/sersan_practice_05_donchain_img_0035.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0036,../02_workshops/15-practice-05/img/139.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/139.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0036.md,image_evidence_notes/sersan_practice_05_donchain_img_0036.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0037,../02_workshops/15-practice-05/img/133.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/133.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0037.md,image_evidence_notes/sersan_practice_05_donchain_img_0037.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0038,../02_workshops/15-practice-05/img/034.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/034.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0038.md,image_evidence_notes/sersan_practice_05_donchain_img_0038.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0039,../02_workshops/15-practice-05/img/140.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/140.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0039.md,image_evidence_notes/sersan_practice_05_donchain_img_0039.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0040,../02_workshops/15-practice-05/img/141.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/141.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0040.md,image_evidence_notes/sersan_practice_05_donchain_img_0040.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0041,../02_workshops/15-practice-05/img/037.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/037.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0041.md,image_evidence_notes/sersan_practice_05_donchain_img_0041.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0042,../02_workshops/15-practice-05/img/038.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/038.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0042.md,image_evidence_notes/sersan_practice_05_donchain_img_0042.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0043,../02_workshops/15-practice-05/img/142.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/142.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0043.md,image_evidence_notes/sersan_practice_05_donchain_img_0043.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0044,../02_workshops/15-practice-05/img/044.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/044.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0044.md,image_evidence_notes/sersan_practice_05_donchain_img_0044.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0045,../02_workshops/15-practice-05/img/046.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/046.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0045.md,image_evidence_notes/sersan_practice_05_donchain_img_0045.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0046,../02_workshops/15-practice-05/img/045.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/045.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0046.md,image_evidence_notes/sersan_practice_05_donchain_img_0046.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0047,../02_workshops/15-practice-05/img/143.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/143.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0047.md,image_evidence_notes/sersan_practice_05_donchain_img_0047.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0048,../02_workshops/15-practice-05/img/047.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/047.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0048.md,image_evidence_notes/sersan_practice_05_donchain_img_0048.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0049,../02_workshops/15-practice-05/img/048.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/048.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0049.md,image_evidence_notes/sersan_practice_05_donchain_img_0049.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0050,../02_workshops/15-practice-05/img/049.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/049.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0050.md,image_evidence_notes/sersan_practice_05_donchain_img_0050.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0051,../02_workshops/15-practice-05/img/050.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/050.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0051.md,image_evidence_notes/sersan_practice_05_donchain_img_0051.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0052,../02_workshops/15-practice-05/img/051.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/051.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0052.md,image_evidence_notes/sersan_practice_05_donchain_img_0052.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0053,../02_workshops/15-practice-05/img/052.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/052.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0053.md,image_evidence_notes/sersan_practice_05_donchain_img_0053.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0054,../02_workshops/15-practice-05/img/053.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/053.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0054.md,image_evidence_notes/sersan_practice_05_donchain_img_0054.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0055,../02_workshops/15-practice-05/img/054.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/054.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0055.md,image_evidence_notes/sersan_practice_05_donchain_img_0055.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_05_donchain,sersan_practice_05_donchain_img_0056,../02_workshops/15-practice-05/img/144.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/15-practice-05/img/144.png,resolved_direct,sersan_practice_05_donchain_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_05_donchain_img_0056.md,image_evidence_notes/sersan_practice_05_donchain_img_0056.md,critical,true,automated contextual image reading; numeric OCR not performed
