contract_version,lesson_id,image_id,source_ref,resolved_path,resolution_status,referenced_from_section_ids,visual_type,contains_numbers,contains_code,contains_chart,contains_platform_config,extracted_values_ref,technical_reading_ref,doctrine_relevance,requires_human_review,notes
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0001,../02_workshops/20-practice-10/img/000.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/000.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0002,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0001.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0001.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0023,../02_workshops/20-practice-10/img/026.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/026.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0023.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0023.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0024,../02_workshops/20-practice-10/img/027+.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/027+.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0024.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0024.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0025,../02_workshops/20-practice-10/img/028.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/028.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0025.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0025.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0026,../02_workshops/20-practice-10/img/029.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/029.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0026.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0026.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0027,../02_workshops/20-practice-10/img/030.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/030.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0027.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0027.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0028,../02_workshops/20-practice-10/img/031.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/031.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0028.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0028.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0029,../02_workshops/20-practice-10/img/034.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/034.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0029.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0029.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0030,../02_workshops/20-practice-10/img/035.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/035.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0030.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0030.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0031,../02_workshops/20-practice-10/img/037.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/037.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0031.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0031.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0032,../02_workshops/20-practice-10/img/038.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/038.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0032.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0032.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0033,../02_workshops/20-practice-10/img/039.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/039.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0033.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0033.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0034,../02_workshops/20-practice-10/img/041.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/041.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0034.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0034.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0035,../02_workshops/20-practice-10/img/042.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/042.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0035.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0035.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0036,../02_workshops/20-practice-10/img/195.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/195.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0005,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0036.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0036.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0037,../02_workshops/20-practice-10/img/043.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/043.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0037.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0037.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0038,../02_workshops/20-practice-10/img/044.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/044.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0038.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0038.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0039,../02_workshops/20-practice-10/img/045.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/045.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0039.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0039.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0040,../02_workshops/20-practice-10/img/046.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/046.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0040.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0040.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0041,../02_workshops/20-practice-10/img/047.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/047.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0041.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0041.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0042,../02_workshops/20-practice-10/img/048.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/048.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0042.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0042.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0043,../02_workshops/20-practice-10/img/049.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/049.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0043.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0043.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0044,../02_workshops/20-practice-10/img/050.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/050.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0044.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0044.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0045,../02_workshops/20-practice-10/img/051.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/051.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0045.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0045.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0046,../02_workshops/20-practice-10/img/052.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/052.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0046.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0046.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0047,../02_workshops/20-practice-10/img/053.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/053.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0047.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0047.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0048,../02_workshops/20-practice-10/img/054.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/054.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0048.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0048.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0049,../02_workshops/20-practice-10/img/055.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/055.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0049.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0049.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0050,../02_workshops/20-practice-10/img/056.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/056.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0050.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0050.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0051,../02_workshops/20-practice-10/img/057.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/057.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0051.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0051.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_10_bollinger_bands,sersan_practice_10_bollinger_bands_img_0052,../02_workshops/20-practice-10/img/058.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/20-practice-10/img/058.png,resolved_direct,sersan_practice_10_bollinger_bands_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0052.md,image_evidence_notes/sersan_practice_10_bollinger_bands_img_0052.md,critical,true,automated contextual image reading; numeric OCR not performed
